Lithic ID,TA,Main,,,,Metrics,,,,,,,Implement Description,,,,,,,,,,,,,,Platform Typology,Removal blank,Core Typology,Termination,Comments,Photo Number,Sketch Number
,,Raw Material,Colour/Grain/Opacity,Pattern,Cortex (%),Weight (g),Length (mm),Width (mm),Thickness (mm),Bulb Thickness (mm),Platform Thickness (mm),platform Length (mm),Eraillure,Typology,Utilization,Retouch,Retouch Position,Retouch Localization,Retouch Distribution,Retouch Intensity,Retouch ANGLE,RETOUCH MORPHOLOGY,SHINE,Blank,Breakage,Num of Scars on Cores,,,,,,,
2632,,,,,,,36,9,1.9,2.5,1.3,,,,,,,,,,,,,,bladelet,,,facetted,,,,,
2687,,,,,,,23.4,16,5.5,,,,,,1,,,,,,,,,,blade-med,,,,,,,thermal effect,burnt
2763,,,,,,,27,10.2,2.8,,,,,,1,,,,,,,,,,bladelt-dis,,,,,,,,
2818,,,,,15,,33,12.7,3.3,,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2617,,,,,,,26.7,12,2.7,,6.9,2,,,,,,,,,,,,,bladelet-pro,,,plain,,,,,
2618,,,,,,,28.4,12,2.6,,,,,,1,,,,,,,,,,bladelet-pro,,,partialy broken,,,,,
2821,,,,,,,19,7.7,2.8,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2613,,,,,,,33.4,10.4,2.1,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
2793,,,,,,,19,12,2,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,,
2669,,,,,,,33.5,14,2.8,,,,,,1,,,,,,,,,,blade-dis,,,,,,,,
2827,,,,,,,12.8,12.4,2.1,,,,,,,,1,inverse,mesial,discontinous,short,low,sub-parallel,,bladelet-med,,,,,,,,
2626,,,,,,,18.5,12,2.8,,,,,,1,,,,,,,,,,bladelet-pro,,,broken,,,,,
2742,,,,,,,23.4,10.7,3,3.5,6.5,2.5,,,1,,,,,,,,,,bladelet-pro,,,plain,,,,,
2774,,,,,,,29.5,12.9,3.6,,,,,,,,,,,,,,,,bladelet-pro,,,broken,,,,,
2791,,,,,,,18.7,12.5,3.5,,,,,,1,,,,,,,,,,bladelet-pro,,,,,,,,
2752,,,,,,,41.7,11.7,3.2,,,,,,1,,,,,,,,,,bladelet-pro,,,partialy removed,,,,,
2746,,,,,,,20,12.7,1.6,,,,,,,,,,,,,,,,blade-med,,,,,,,,
2622,,,,,,,27,7.9,1.2,1.7,2.6,1.1,,,1,,,,,,,,,,dihedral,,,,,,,,
2714,,,,,,,36.5,10.5,1.4,1.6,,,,,1,,,,,,,,,,bladelet,,,crushed,,,,,
2614,,,,,,,26.5,12.2,2.3,,,,,,1,,,,,,,,,1,blade-dis,,,,,,,,
2817,,,,,,,22.2,9.2,1.7,1.8,,,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
2683,,,,,,,21.1,9.7,3.2,3.7,5,1.8,1,,1,,,,,,,,,,bladelet-pro,,,plain,,,,,
2686,,,,,,,27.9,9.3,1.5,1.9,,,,,,,,,,,,,,,blade;et,,,linear,,,,,
2786,,,,,,,25.2,6.5,1.4,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
2757,,,,,,,32,11,2.4,,,,,,1,,,,,,,,,,bladlet-med,,,,,,,,
2781,,,,,,,27,12,1.7,2.1,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2822,,,,,,,20.4,5.9,1.3,,,,,,,,,,,,,,,,bladelet-pro,,,?,,,,,
2640,,,,,,,17.6,10,2.6,,,,,,,,,,,,,,,,bladelet-pro,,,broken,,,,,
2810,,,,,,,18.5,10.8,2.7,,4.7,1.8,,,,,,,,,,,,,bldelet-pro,,,plain,,,,,
2679,,,,,,,18.5,11.2,3,5,8.7,2.6,,,1,,,,,,,,,,bladelet-pro,,,plain,,,,,
2725,,,,,,,30.8,8,1.5,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,,
2814,,,,,,,18.8,8.9,3,,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2875,D1.46,,,,,,63,9.7,3.2,,4.7,2,,,,,,,,,,,,,bladelet,,,plain,,,,,
2883,,,,,,,35,9.6,3.1,,,,,,,1,,,,,,,,,bladelet-med,,,,,,,,
2891,,,,,,,30,11.9,2.5,2.7,3.7,1.6,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2884,,,,,,,25.4,10.5,3.4,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2892,,,,,,,19.3,18.4,3.2,,6.4,2.5,1,,,,,,,,,,,,blade-pro,,,plain,,,,,
2882,,,,,,,30.7,11.1,1.8,2.1,3.9,1.1,,,,,,,,,,,,,bladelet-pro,,,facetted,,,,,
2890,,,,,,,53.9,18,4.2,,3.9,0.7,,,,,,,,,,,,,blade-pro,,,linear,,,,,
2902,,,,,,,27.6,9.2,2.5,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2889,,,,,,,22,12.8,3.6,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2904,,,,,,,21.7,12,3,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
2895,,,,,,,30.5,7.4,1,,3.1,1,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2901,,,,,,,29.5,9.5,2.5,,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2906,,,,,,,17.5,11.8,3.1,,5,2.2,,,,,,,,,,,,,bladelet-pro,,,plain,,,,,
2885,,,,,,,27,10.8,2.9,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
2898,,,,,,,29.2,5.4,2.1,,,,,,,,1,direct,mesial,continous,short,semi-abrupt,sub-paralel,,bladelet-med,,,,,,,,
2879,,,,,,,22,11.3,2.4,,3.1,1.1,,,,,,,,,,,,,bladelet-pro,,,,,,,,
2881,,,,,,,30,13,3.4,,,,,,1,,1,inverse,left,continous,short,low,sub-parallel,1,BLADE-MED,,,,,,,,
2897,,,,,,,25.5,8.5,2.7,,,,,trihedral geometric,,,1,direct,right,continous,short,abrupt,sub-parallel,,bladelet-dis,,,,,,,,
2905,,,,,,,18,11.5,3,,4.9,1.8,,,,,,,,,,,,,bladelet-pro,,,plain,,,,,
2900,,,,,,,18.8,7,1.6,,,,,,,,1,alternate,right-left,continous,short,abrupt,sub-parallel,,bladelet-med,,,,,,,,
2888,,,,,,,22.5,9.4,2.5,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2899,,,,,,,23.5,9.4,1.8,2,4.5,1,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2894,,,,,,,22.3,8.7,2,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,,
2896,,,,,,,24.7,7.2,1.7,2.2,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2907,,,,,,,16,8.7,1.8,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2908,,,,,,,8.4,9.2,2,,,,,,,,,,,,,,,,blade-dis,,,,,,,,
2906,,,,,,,16.2,7.9,1.7,,,,,lunate,,,1,direct,left-dis,continous,short,abrupt,sub-parallel,,bladelet-dis,,,,,,,,
2877,,,,,,,45.5,32,18.7,,17.5,9.8,,core  paltform rejuvention flake,,,,,,,,,,,flake,,,plain,,,,,
2909,,,,,,,28,11.2,2.6,,3.2,1.2,,,1,,,,,,,,,,bladelet-pro,,,plain,,,,,
2910,,,,,,,23,8.3,2.1,,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2911,,,,,,,30.5,6.9,1.5,1.7,,,,,,,,,,,,,,,bladelet,,,linear,,,,patina?burnt,
2912,,,,,,,28.5,8.1,2.7,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
2829,d1-02,,,,,,58,30.8,,,,,,pressure bladelet core /semi flat,,,,,,,,,,,,,,,,,,platform rejuvented,
2830,,,,,45,,62.5,69,,,,,,failed percussion blade core/semi pyramedal,,,,,,,,,,,,,,,,,,,
2832,,,,,,,27.3,11,4.4,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
2831,,,,,,,30.2,8.4,2,2.3,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2834,,,,,,,16,6.9,1.3,,2,1,,,1,,,,,,,,,,bladelet-pro,,,plain,,,,,
2833,,,,,,,28.6,10.9,1.8,,,,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,lip,
2835,,,,,,,13,11.2,2.2,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2867,,,,,5,,47,27.5,,,,,,percussion bladelet core/unidirectional,,,,,,,,,,,,,,,,,,previously a pressure bladelet core??,
2866,,,,,,,59.3,38.6,17.8,,9,4.8,,core rejuvention flake,,,,,,,,,,,flake,,,plain,,,,,
2869,,,,,,,14,30,4.2,,,,,core rejuvention tablet,,,,,,,,,,,flake-pro,,,punctiform/facetted?,,,,,
2868,,,,,55,,65.5,57.3,,,,,,percussion.unidirectional.blade-flake core,,,,,,,,,,,,,,,,,,,
2965,,,,,,,58.1,10.8,2.6,,3.5,1.2,,,,,,,,,,,,,bladelet,,,linear,,,,,
2956,,,,,,,28.8,10.7,2.5,3,3.2,0.9,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2948,,,,,,,26.2,11.7,3.7,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,,
2955,,,,,,,22,11.3,2.3,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,,
2964,,,,,,,29.7,14.6,2.2,,,,,,,,,,,,,,,,blade-med,,,,,,,,
2976,,,,,,,21.2,10.6,2.7,,4.2,1,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2957,,,,,,,45.6,9.7,2.1,,,,,oblique retouched bladelet,1,,1,direct,dis,partial,short,semi abrupt,subparallel,,bladele,,,partialy broken,,,,,
2972,,,,,,,23.4,8.7,1.6,,,,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
2951,,,,,,,19,12.4,3.7,,,,,,,,,,,,,,,,blade-med,,,,,,,,
2959,,,,,,,16.1,9.6,2,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,,
2971,,,,,,,11,11,3,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,,
2954,,,,,,,34,9.2,3.8,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
2962,,,,,,,35.7,9.7,1.7,,5.2,0.9,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
2963,,,,,,,29.4,13.7,2.7,3.1,5.8,1,,,1,,,,,,,,,,blade-pro,1?,,linear,,,,,
2981,,,,,,,29,8.7,1.6,,,,,,1,,1,direct,right,continous,short,low,sub-parallel,,bladelet-med,,,,,,,,
2991,,,,,,,16.5,7.8,2.3,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2974,,,,,,,14.1,10.4,3.5,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2953,,,,,,,24.6,12.5,3.6,,3.3,0.8,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,lip adhesive,
2958,,,,,,,25.2,5.3,3.5,3.7,4,1,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
2969,,,,,,,38,11.2,2.4,,3.9,1.3,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
2966,,,,,,,17.6,11,2.5,,,,,,,,,,,,,,,,bladelet-med,,,,,,,thermal effect,
2983,,,,,,,17.5,5.9,1.3,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2975,,,,,,,26.6,10.8,2.9,3.2,4.5,2.7,,,1,,,,,,,,,1,bladelet-pro,,,plain,,,,adhesive,
2973,,,,,,,14.5,8.5,2.6,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2982,,,,,,,14,10,2.2,,,,,burin?,1,,,,,,,,,,bladelet-dis,,,,,,,,
2949,,,,,,,26,12,2.7,,3.6,0.9,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,adhesive,
2950,,,,,,,25,6.6,3.1,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,,
2978,,,,,,,18.8,6.6,0.5,1,,,,,,,,,,,,,,,bladelet-pro,,,,,,,,
2979,,,,,,,16.8,9.1,2,2.2,3.6,1.1,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2968,,,,,,,32.5,13.7,3.6,,,,,,,,,,,,,,,,blade-pro,,,,,,,,
2984,,,,,,,12.7,5.6,1,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2970,,,,,,,26,12.5,3,3.4,4,1.5,,,1,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
2960,,,,,,,20,9,2,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,adhesive,
2980,,,,,,,15.4,6.6,1.9,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2977,,,,,,,21.7,8.1,1.6,,2.9,1.3,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
2967,,,,,,,37.5,11,2.1,2.3,,,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
2952,,,,,,,22.5,9,2.8,3,3,1.2,,,1,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
2913,d1.67,,,,,,70.6,12.1,2.6,2.7,3.2,0.7,,,1,,,,,,,,,,bladelet,,,linear,,,,adhesive,
2934,,,,,,,32.5,16.5,4.5,,,,,denticulate,1,1,,,,,,,,,blade-med,,,,,,,,
2927,,,,,,,35.5,11,2.7,3,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,lip,
2932,,,,,,,48.5,10.3,3.1,3.3,5.1,3,1,,,,,,,,,,,,bladelet-pro,,,plain,,,,,
2941,,,,,,,23.2,13.1,3.8,4,,3.3,1.3,,,,,,,,,,,,blade-pro,,,linear?punctiform???,,,,,
2922,,,,,,,16,9.8,2.3,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,,
2931,,,,,,,35,15.7,3.5,3.6,3.9,1,,,1,,1,direct,left,discointinous,short,low,sub-parallel,,blade-pro,,,linear,,,,lip,
2933,,,,,,,25.5,8.8,1.9,2.2,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2935,,,,,,,41.4,15,3.3,3.4,5.7,1,,,1,,1,direct,lef,continous,short,low,sub-parallel,,blade-pro,,,linear,,,,fine retouch,
2919,,,,,,,38.2,13,2.5,,,,,,,,,,,,,,,,blade-dis,,,,,,,,
2923,,,,,,,35.5,12.6,2.5,,,,,double side scraper,,,1,inverse,left-right,continous,short,low,sub-parallel,,bladelet-med,,,,,,,burnt thermal effect,
2926,,,,,,,46.6,12.5,2,2.4,2.5,1,,,,,,,,,,,,,bladelet,,,linear,,,,,
2916,,,,,,,38.2,9.8,2.4,,4.2,1,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
2920,,,,,,,33,9.3,1.4,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,adhesive,
2914,,,,,,,27.8,13.7,2.8,3,4.4,1.6,,,,,,,,,,,,,bladelet-pro,,,punctiform?,,,,,
2925,,,,,,,30.4,10.4,4.3,,,,,burin?,,,,,,,,,,,bladelet-pro,,,partilay removed,,,,,
2942,,,,,,,22,12.7,2.7,3,4.5,1.6,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2940,,,,,,,35.5,5.8,1.2,1.4,3.3,1.3,,,,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,,
2918,,,,,,,29.2,12.6,2.7,2.9,,,,,,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,,
2938,,,,,,,30.2,11.4,2,,,,,,,,,,,,,,,,BLADELET-MED,,,,,,,,
2929,,,,,,,29.5,9.9,2.2,2.6,,,,INVERSE NOTCH,1,1,,,,,,,,,BLADELET-PRO,,,BROKEN,,,,BURNT,
2917,,,,,,,32,12.9,3.5,3.6,4.8,1.3,,,,,,,,,,,,,bladelet-pro,,,linear,,,,lip,
2923,,,,,,,39.9,10,2.2,,,,,,,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
2939,,,,,,,39.2,12.4,2.2,2.4,3.6,0.8,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2921,,,,,,,35.5,16.5,3.3,3.5,5,0.5,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2915,,,,,,,30.4,9.6,3.5,,3.5,1.2,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2937,,,,,,,29.5,8,2,,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2945,,,,,,,27.4,5,1,,,,,,,,,,,,,,,,bladelet,,,linear,,,,,
2936,,,,,,,49.3,8.7,3.5,,3.6,1.1,,,1,,1,direct,left,partial,short,semi-abrupt,sub-parallel,,bladelet-pro,,,plain?punctiform?,,,,,
2930,,,,,,,34,11,1.5,,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2944,,,,,,,18.2,7.3,1.8,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,,
2943,,,,,,,22.3,6.7,1.5,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2924,,,,,,,26.3,9.3,2.8,,2.5,1.2,,notch,,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
2946,,,,,,,37,41,,,,,,percussion unidirectional pyramidal  bladelet core,,,,,,,,,,,,,,,,,,,
2947,,,,,,,37,39.7,12.5,,,,,core rejuvention?,,,,,,,,,,,flake-med,,,,,,,,
2836,d1/all,,,,,,22.8,7,1.6,,,,,lunate geometric,,,1,direct,,continpous,short,abrupt,sub-parallel,,bladelet,,,removed,,,,,
3017,D1/02,,,,,,24,14.5,4.5,,,,,NOTCH,1,1,,,,,,,SCALED,0,FLAKE-DIS,,,,,,,,
3003,,,,,,,42,30,12.7,,,,,AWL? ON A CORE REJUVENTION,,,,,,,,,,,,,,,,,,,
3007,,,,,,,16.4,19.8,6.9,,,,,TRUNCATED,,,,,,,,ABRUPT,SUB-PARALLEL,,FLAKE-DIS,,,,,,,,
3000,D1/23,,,,,,19.8,7.7,3.7,,,,,,,,1,DIRECT,MESIAL,CONTINOUS,SHORT,SEMI ABRUPT,,,BLADELET-MED,,,,,,,,
3001,d1/56,,,,,,18.5,9,1.8,,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2985,d1/78,,,,5,,46,11.9,2.8,3.1,,,,,,,,,,,,,,,bladelet,,,linear,,,,,
2989,,,,,,,24.6,10.6,1.9,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2988,,,,,,,21.4,9.9,2.6,2.9,,,,,,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
2987,,,,,,,24,8.1,1.7,2,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2851,d3/02,,,,,,26.7,15.5,5.9,,,,,,,,,,,,,,,,blade-med,,,,,,,,
2848,,,,,,,35.2,11.6,2.1,2.6,3.7,0.7,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2864,,,,,,,40.4,9.9,4.3,,,,,,1,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
2846,,,,,,,26,13.2,3.1,,,,,,,,,,,,,,,,blade-med,,,,,,,,
2852,,,,,,,23,11.5,3,,3.4,0.4,,,,,,,,,,,,,flake-blade,,,linear,,,,,
2842,,,,,,,22,7.5,3.5,,,,,notch,,1,1,alternating,left-right,partial,short,low,sub-parallel,,bladelet-med,,,,,,,,
2853,,,,,,,49,12.5,7.1,2.9,,,,,,,,,,,,,,,bladelet,,,plain,,,,,
2854,,,,,,,51.4,13.7,3.2,3.4,,,,,,,,,,,,,,,bladelet,,,linear,,,,,
2858,,,,,,,38.5,8.4,1.8,,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2840,,,,,,,47.3,10.4,4.2,,,,,,1,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
2862,,,,,,,18.8,8,3,,,,,multiple notch,,1,,,,,,,,,bladelet-pro,,,partialy broken,,,,hafting?,
2847,,,,,,,24.7,6.7,1.8,,,,,dished convergent bladelet,,,1,alternate,left-right,continous,short,semi abrupt,sub-parallel,,bladelet-dis,,,,,,,,
2843,,,,,,,31.2,8.6,2.9,,,,,,1,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
2844,,,,,,,23.4,6.7,1.8,,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2856,,,,,,,24.6,10,1.7,1.9,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2849,,,,,20,,23,12,3,,,,,backed,1,,,,,,,,,,blade-med,,,,,,,,
2837,,,,, ,,29,12.5,3.1,,2.9,1.8,,backed,1,,,,,,,,,,blade-pro,,,punctiform,,,,,
2859,,,,,,,29.2,11.5,2,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2865,,*2859,,,,,56.6,45,,,,,,bipolar percussion blade-bladelet core,,,,,,,,,,,,,,,,,,,
3014,d4/02,,,,,,39,16.4,5.4,1,10.4,4,,,,,,,,,,,,,,,,,,,,,
3048,,,,,,,30,6.9,2.5,,,,,double notch,,1,,,,,,,,,bladelet-pro,,,linear,,,,,
3052,,,,,,,32.8,11.2,3.1,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,heavealy used,
3047,,,,,,,29.3,13.4,4.3,,4.8,1.3,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
3043,,,,,,,35,12.8,3.7,,,,,,1,,,,,,,,,,blade-med,,,,,,,burnt,
3040,,,,,,,39,15.8,5.2,,10.3,3.8,1,,,,,,,,,,,,blade,,,plain,,,,,
3039,,,,,30,,34,24.7,12,,15.8,4,1,backed knife,,,1,direct,right,partial,short,low,sub-parallel,,flake,,,plain,,,,,
3058,,,,,,,19.6,7.6,1.9,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
3055,,,,,,,13.5,8,2.4,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
3044,,,,,,,34,12.3,2.6,,,,,,1,,,,,,,,,1,bladelet-dis,,,,,,,,
3049,,,,,,,25,9.5,2.7,,,,,,1,,,,,,,,,1,bladelet-med,,,,,,,,
3054,,,,,,,13.9,11.9,2.7,2.9,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
3060,,,,,10,,33.3,15.2,,,,,,bladelet bullet core,,,,,,,,,,,,,,,,,,,
3046,,,,,,,23.8,13.6,3,,5.1,2.2,,,,,,,,,,,,,bladelet-pro,,,plain,,,,,
3051,,,,,,,20.7,8.7,2.1,2.3,2.5,0.9,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2995,c1/02,,,,,,18.5,8.1,1.6,,,,,alternating serrated,,,1,alternate,left-right,continous,short,low,sub-parallel,,bladelet-pro,,,linear,,,,,
2991,,,,,,,50,12.8,3.4,,,,,,1,,,,,,,,,,bladelet-pro,,,partialy broken,,,,,
2992,,,,,,,30,12.6,3.9,4.1,,,,,,,,,,,,,,,bladelet-pro,,,partialy broken,,,,,
2994,,,,,,,23,10.3,2.3,,,,,,,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
3030,dh,,,,,,17.2,19.4,2.3,,,,,,1,,,,,,,,,,blade-med,,,,,,,,
3033,,,,,,,32,10.4,1.9,,6,1.8,,,,,,,,,,,,,bladelet-pro,,,plain,,,,,
3031,,,,,,,31.4,12.8,3.1,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
3034,,,,,,,39.2,12,4.2,,4.3,1.1,,,1,,,,,,,,,1,bladelet-pro,,,linear,,,,,
3035,,,,,,,45.6,7.9,2.5,,,,,drill,,,1,direct,left-right,partial,short,abrupt,sub-parallel,,bladelet-dis,,,,,,,,
3032,,,,,,,21.2,9.2,1.6,1.9,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
3038,,,,,,,15.5,7.4,2.6,,,,,,,,1,alternate,left-right,continous,short,low,sub-parallel,,bladelet-med,,,,,,,,
3030,,,,,,,18.5,7.5,1.8,,2.7,0.9,,,,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
3037,,,,,,,21.3,11.6,2.1,,,,,,,,,,,,,,,,bladelet-med,1,,,,,,,
2997,b1,,,,,,29,13.3,3.9,4.1,2.9,1.8,,,,,1,inverse,left,partial,short,low,sub-parallel,,bladelet-pro,,,punctiform,,,,,
2996,,,,,,,65.5,36.5,,,,,,shapless core,,,,,,,,,,,,,,,,,,highly patinated,
2999,,,,,,,31.4,22.1,12.3,,,,,core preparation?,,,,,,,,,,,flake-dis,,,,,,,,
2998,,,,,,,26.6,20.6,,,,,,pyramidal bladelet core,,,,,,,,,,,,,,,,,,,
3082,ta189,,,,,,46,11.4,2.3,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,,
3121,,,,,,,37.4,8.6,3,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,,
3079,,,,,,,42.5,10,2.8,,,,,awl,,,1,inverse,,,,,,,bladelet-pro,,,linear,,,,,
3140,,,,,,,19.7,6.2,1.5,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
3113,,,,,,,29,12.3,3.4,,4.6,0.9,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
3126,,,,,,,16.7,10.8,2.6,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
3111,,,,,,,28.4,8.4,2.6,,,,,,,,,,,,,,,,bladelet-pro,,,partialy broken,,,,,
3125,,,,,,,20,7.5,1,,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
3089,,,,,,,17.8,15.3,2,,,,,,,,,,,,,,,,blade-med,,,,,,,,
3116,,,,,,,26,8.3,1.9,,4.8,0.5,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
3069,,,,,,,64.5,8.2,3.3,,4.3,0.7,,,,,,,,,,,,,bladelet,,,linear,,,,,
3161,,,,,,25,13.6,12.8,4,,,,,,1,,,,,,,,,,blade-med,,,,,,,,
3153,,,,,,,9.2,11.2,1,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
3105,,,,,,,33.5,15.9,5,,,,,inverse notch,,1,,,,,,,,,blade-med,,,,,,,,
3062,,,,,,,18.5,13.6,2.7,3.2,3,0.6,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
3130,,,,,,,31,8.5,1,,,,,,,,,,,,,,,,bladelet-pro,,,partialy crushed,,,,,
3147,,,,,,,19.3,7.4,2.3,,,,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
3061,,,,,,,43,13.7,3.8,,2.7,1,,notch,,1,,,,,,,,,bladelet-pro,,,,,,,,
3109,,,,,,,31,6.7,3.2,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
3150,,,,,,,33.2,11.9,3.5,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,heavily used,
3103,,,,,,,22.5,12.4,2.8,4,4.9,1,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
3159,,,,,,,22,11.5,3,3.2,3.4,1,,,,,,,,,,,,1,bladelet-pro,,,linear,,,,,
3115,,,,,,,26.5,8.5,1.5,1.9,2.9,0.8,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
3162,,,,,,,25.5,12,2.5,,,,,,1,,,,,,,,,,bladelet-pro,,,crushed,,,,,
3196,,,,,,,28.8,8.8,1.3,1.5,3,0.5,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
3101,,,,,,,36,9.9,3.1,,,,, micro burin,1,,,,,,,,,,bladelet-dis,,,,,,,heavily used?nibbling?,
3064,,,,,,,34.7,8.5,2,,3,1,,,,,,,,,,,,,bladelet,,,linear,,,,,
3084,,,,,,,42.2,11.2,2.7,3.1,2.8,0.9,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
3092,,,,,,,27,14.9,3.8,4.1,,,,,1,,,,,,,,,,blade-pro,,,punctiform,,,,,
3071,,,,,,,33.3,10.8,2.3,,2.9,1.1,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
3063,,,,,,,36,11.7,3.5,,4,1.4,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
