Lithic ID,TA,AREA,DEPTH (cm),Raw Material,Colour/Grain/Opacity,Pattern,Cortex (%),Weight (g),Length (mm),Width (mm),Thickness (mm),Bulb Thickness (mm),Platform Thickness (mm),platform Length (mm),Eraillure,Typology,Utilization,Retouch,Retouch Position,Retouch Localization,Retouch Distribution,Retouch Intensity,Retouch ANGLE,RETOUCH MORPHOLOGY,SHINE,Blank,Breakage,Num of Scars on Cores,Platform Typology,Removal blank,Core Typology,Termination,Comments,Photo Number
3253,TA/201,A,200-210,,,,0,,,11,2.6,3,3.4,1.2,0,,1,0,,,,,,,0,BLADELET/PRO,0,,PUNCTIFORM,,,,,
3241,TA/201,A,200-210,,,,0,,54,23.5,13.8,15.3,21.4,11.4,0,,1,0,,,,,,,0,FLAKE,0,,PLAIN,,,,POINT OF PERCUSSION,
3251,TA/201,A,200-210,,,,0,,,11.4,3.4,,,,,RETOUCHED PIECE (DOUBLE SIDE SCRAPER?),0,1,ALTERNATE,LEFT/RIGHT,CONTINOUS,SHORT,LOW,SUB PARALLEL,1,BLADELET/MED,0,,,,,,,
3286,TA/201,A,200-210,,,,0,,,12.7,3.2,2.7,2.7,0.6,0,,1,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,لبه راست در اثر استفاده دندانه دار شده (DENTICULATE طور),
3258,TA/201,A,200-210,,,,0,,,10.4,3,,,,,,1,0,,,,,,,0,BLADELET/DIS,0,,,,,,,
3255,TA/201,A,200-210,,,,25,,,14.6,5.6,6.4,6.3,3.3,0,RETOUCHED PIECE (SIDE SCRAPER?),1,1,INVERSE,RIGHT,CONTINOUS,SHORT,SEMI ABRUPT,PARALLEL,0,BLADELET/PRO,0,,PLAIN,,,,,
3246,TA/201,A,200-210,,,,0,,38.7,21.4,12,13.1,,,0,,1,0,,,,,,,0,FLAKE,0,,INDISTINCT,,,,,
3235,TA/201,A,200-210,,,,10,,48.3,13.3,9.8,,,,,CORE,,,,,,,,,,,0,8,,BLADE (19),PYRAMIDAL/PRESSURE,,CORE TABLET FLAKE REJUVENTED,
3280,TA/201,A,200-210,,,,0,,31.8,22.4,20,,,,,CORE,,,,,,,,,,,,11,,BLADELET (3.8),PYRAMIDAL/PRESSURE,,PREPARATION ON PLATFORM,
3281,TA/201,A,200-210,,,,20,,40.5,23,17.4,,,,,CORE,,,,,,,,,,,,9,,BLADELET (6.4),PYRAMIDAL/PRESSURE,,CORE TABLET FLAKE REJUVENTED,
3284,TA/201,A,200-210,,,,0,,33,28.2,11.8,,,,,CORE,,,,,,,,,,,,9,,BLADELET (5),PYRAMIDAL / PRESSURE,,,
3283,TA/201,A,200-210,,,,0,,42.6,14.1,1.4,,,,,CORE SIDE REJUVENTION FLAKE,1,0,,,,,,,0,FLAKE,0,,INDISTINCT,BLADELET (9.1),,,,
3282,TA/201,A,200-210,,,,0,,24,20.8,20.7,,,,,,,,,,,,,,,,,,,,,,,
3230,TA/189,A,180-190,,,,5,,37,20.9,14.5,,,,,CORE,0,0,,,,,,,0,,0,10,,BLADELET (6.7),PYRAMIDAL (BULLET)/PRESSURE,,CORE TABLET FLAKE REJUVENTED,
3232,TA/189,A,180-190,,,,15,,50,41,20.6,19.3,,,,,,,,,,,,,,,,,,,,,,
3385,TA/201,A,200-210,,,,0,,,10.7,1.8,2.2,4.3,1.2,0,,0,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,,
3482,TA/201,A,200-210,,,,10,,,13.6,3.8,4.3,5.1,1.6,0,,0,0,,,,,,,0,BLADE/PRO,0,,LINEAR,,,,,
3492,TA/201,A,200-210,,,,5,,,13.6,2.2,,,,,,0,0,,,,,,,0,BLADE/MED,0,,,,,,,
3489,TA/201,A,200-210,,,,5,,,8.9,2.1,,,,,,0,0,,,,,,,0,BLADELET/DIS,0,,,,,,,
3488,TA/201,A,200-210,,,,0,,37.3,8.4,2.6,3.4,5.3,2.2,0,,0,0,,,,,,,0,BLADELET/NEARLY COMPLETE,0,,PLAIN,,,,,
3486,TA/201,A,200-210,,,,0,,,11.5,3.7,,,,,,0,0,,,,,,,0,BLADELET/DIS,,,,,,,,
3494,TA/201,A,200-210,,,,0,,,8.4,1.9,,,,,,1,0,,,,,,,0,BLADELET/DIS,,,,,,,,
3491,TA/201,A,200-210,,,,0,,,7.8,1.4,1.5,1.7,0.5,0,,0,0,,,,,,,0,BLADELET/PRO,,,PUNCTIFORM,,,,,
3495,TA/201,A,200-210,,,,0,,,9.9,2.2,2.2,4.7,0.9,0,,0,0,,,,,,,0,BLADELET/MED,,,LINEAR,,,,,
3496,TA/201,A,200-210,,,,0,,27.4,7.2,1.9,2.4,3.2,0.5,0,,0,0,,,,,,,0,BLADELET/NEARLY COMPLETE,,,,,,,,
3483,TA/201,A,200-210,,,,0,,,10.9,1.9,2.2,4.8,0.9,0,,0,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,,
3384,TA/201,A,200-210,,,,0,,,11.8,2.2,2.7,1.6,0.5,0,,0,0,,,,,,,0,BLADELET/PRO,0,,PUNCTIFORM,,,,,
3493,TA/201,A,200-210,,,,0,,22,8,1.3,1.9,2.6,0.5,0,,0,0,,,,,,,0,BLADELET/PRO,,,LINEAR,,,,,
3427,TA/201,A,200-210,,,,0,,,9.1,1.3,1.8,,,,,0,0,,,,,,,0,BLADELET/PRO,0,,INDISTINCT,,,,,
3490,TA/201,A,200-210,,,,0,,,8.3,3.5,3.6,2.6,1,0,,0,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,,
3440,TA/201,A,200-210,,,,0,,,11.6,3.6,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3448,TA/201,A,200-210,,,,0,,52,14,3.1,3.5,4.6,1,0,,1,0,,,,,,,0,BLADE/PRO,0,,LINEAR,,,,,
3439,TA/201,A,200-210,,,,0,,,12,3.8,,,,0,,0,0,,,,,,,0,BLADE/DIS,0,,,,,,,
3468,TA/201,A,200-210,,,,0,,,14.7,5.5,,,,0,,0,0,,,,,,,0,BLADE/DIS,0,,,,,,,
3461,TA/201,A,200-210,,,,0,,33,13,2.4,3.1,2.6,1.8,0,,0,0,,,,,,,0,BLADELET/NEARLY COMPLETE,0,,PUNCTIFORM,,,,,
3453,TA/201,A,200-210,,,,0,,,10.6,2.3,,,,0,,0,0,,,,,,,0,BLADELET/DIS,0,,,,,,,
3464,TA/201,A,200-210,,,,0,,,9.5,3.1,,,,0,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3475,TA/201,A,200-210,,,,0,,,10.1,1.6,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3481,TA/201,A,200-210,,,,0,,39,9.7,2.1,2.4,2.6,0.3,0,,1,0,,,,,,,0,BLADELET,0,,LINEAR,,,,,
3434,TA/201,A,200-210,,,,0,,,10.3,3.2,3.4,0.8,3.1,0,,0,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,,
3452,TA/201,A,200-210,,,,0,,24,9.6,3.1,3.3,3.7,0.7,0,,0,0,,,,,,,0,BLADELET,0,,LINEAR,,,,,
3470,TA/201,A,200-210,,,,0,,,10,2.8,,,,,,0,0,,,,,,,0,BLADELET/DIS,0,,,,,,,
3456,TA/201,A,200-210,,,,0,,,8.6,2.9,3.2,4.6,2,0,,0,0,,,,,,,0,BLADELET/PRO,0,,PLAIN,,,,,
3433,TA/201,A,200-210,,,,0,,,8.6,1.7,,,,,,0,0,,,,,,,0,BLADELET/MED,,,,,,,,
3459,TA/201,A,200-210,,,,0,,,6.5,1.8,,,,,,0,0,,,,,,,0,BLADELET/DIS,0,,,,,,,
3450,TA/201,A,200-210,,,,0,,,10.2,3,,,,0,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3435,TA/201,A,200-210,,,,0,,18.4,7.2,1.3,1.3,2.3,0.2,0,,0,0,,,,,,,0,BLADELET/NEARLY COMPLETE,0,,LINEAR,,,,,
3427,TA/223,A,220-230,,,,0,,,10.3,3,,,,,,0,0,,,,,,,0,BLADELET/DIS,0,,,,,,,
3423,TA/223,A,220-230,,,,0,,,8.7,2.1,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3422,TA/223,A,220-230,,,,0,,,13.1,1.9,,,,,,0,0,,,,,,,0,BLADELET/DIS,0,,,,,,,
3424,TA/223,A,220-230,,,,0,,,14.5,4.1,4.5,,,0,,0,0,,,,,,,0,BLADE/PRO,0,,PLAIN,,,,,
3425,TA/223,A,220-230,,,,0,,,8,2,,,,,,0,0,,,,,,,0,BLADELET/DIS,0,,,,,,,
3426,TA/223,A,220-230,,,,0,,,8,1.5,,,,,,0,0,,,,,,,0,BLADELET/DIS,0,,,,,,,
3466,TA/223,A,220-230,,,,0,,,9.7,2.7,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3393,TA/223,A,220-230,,,,0,,,10.7,2.2,,,,,,0,0,,,,,,,0,BLADELET/MED,,,,,,,,
3388,TA/223,A,220-230,,,,0,,22.3,10.3,2.4,,,,,truncation/endscraper,1,1,,,,,,,0,BLADELET/DIS,0,,,,,,لبه چپ در اثر استفاده کنگره دار شده (NOTCH طور)/ UTILIZATION ON BREAKAGE?,
3379,TA/223,A,220-230,,,,0,,,11.3,3.3,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,BURNT,
3411,TA/223,A,220-230,,,,0,,,9,1.5,,,,,,1,0,,,,,,,0,BLADELET/DIS,0,,,,,,,
3417,TA/223,A,220-230,,,,0,,,10,3.4,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,BURNT,
3400,TA/223,A,220-230,,,,0,,,10.4,2.8,,,,,,1,0,,,,,,,0,BLADELET/MED,,,,,,,,
3418,TA/223,A,220-230,,,,0,,,11.7,2.6,3.4,3.4,1.4,0,,0,0,,,,,,,0,BLADE/PRO,0,,LINEAR,,,,,
3415,TA/223,A,220-230,,,,0,,,11,4.2,,,,,,1,0,,,,,,,0,BLADE/MED,0,,,,,,HEAVILY USED,
3398,TA/223,A,220-230,,,,0,,,11.4,4.8,,,,,,1,0,,,,,,,0,BLADE/MED,0,,,,,,PATINATED,
3366,TA/223,A,220-230,,,,0,,,11.6,3.5,,,,,,1,0,,,,,,,1,BLADELET/MED,,,,,,,,
3382,TA/223,A,220-230,,,,0,,,8.6,1.8,,,,,,0,0,,,,,,,0,BLADELET/DIS,,,,,,,,
3364,TA/223,A,220-230,,,,0,,,12.9,3.7,,,,,,1,0,,,,,,,0,BLADE/MED,,,,,,,,
3384,TA/223,A,220-230,,,,0,,,12,2.2,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3378,TA/223,A,220-230,,,,0,,,13.6,3.5,,,,,,1,0,,,,,,,1,BLADE/MED,0,,,,,,,
3389,TA/223,A,220-230,,,,0,,,9.1,2.8,,,,,,1,0,,,,,,,0,BLADELET/MED,,,,,,,,
3376,TA/223,A,220-230,,,,0,,,16.3,2.9,,,,,,1,0,,,,,,,0,BLADE/MED,0,,,,,,,
3395,TA/223,A,220-230,,,,0,,,10.5,2.4,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3367,TA/223,A,220-230,,,,0,,,9,3.4,,,,,RETOUCHED PIECE,1,1,DIRECT,LEFT/RIGHT,CONTINOUS,SHORT/LONG,LOW,SUB PARALLEL,0,BLADELET/MED,0,,,,,,,
3405,TA/223,A,220-230,,,,0,,,14,4.4,,,,,,0,0,,,,,,,0,BLADE/DIS,0,,,,,,,
3381,TA/223,A,220-230,,,,0,,,13,2.7,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3416,TA/223,A,220-230,,,,0,,24.6,7.9,2,2.8,2.9,1.2,0,,1,0,,,,,,,0,BLADELET,0,,PUNCTIFORM,,,,,
3399,TA/223,A,220-230,,,,0,,,11,2.2,2.9,3.6,1.5,0,,1,0,,,,,,,0,BLADELET/PRO,0,,PLAIN,,,,,
3419,TA/223,A,220-230,,,,0,,,7.2,1.3,1.9,4.1,1.6,0,,1,0,,,,,,,0,BLADELET/PRO,0,,PUNCTIFORM,,,,,
3354,TA/212,A,210-220,,,,0,,,10.7,2.1,2.6,3.7,1.1,0,,1,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,HEAVILY USED,
3349,TA/212,A,210-220,,,,0,,24.9,19.8,5.9,6.6,19.2,4.8,0,,0,0,,,,,,,0,FLAKE,0,,PLAIN,,,,,
3299,TA/212,A,210-220,,,,0,,,7.4,1.2,,,,,,0,0,,,,,,,0,BLADELET/DIS,,,,,,,,
3298,TA/212,A,210-220,,,,0,,,7.2,2.4,,,,,,0,0,,,,,,,0,BLADELET/MED,,,,,,,,
3288,TA/212,A,210-220,,,,0,,,7.9,1.8,,,,,,0,0,,,,,,,0,BLADELET/DIS,,,,,,,,
3295,TA/212,A,210-220,,,,0,,,9.2,1.8,,,,,,0,0,,,,,,,0,BLADELET/DIS,,,,,,,,
3296,TA/212,A,210-220,,,,0,,22.4,7.4,2.2,2.4,,,0,,0,0,,,,,,,0,BLADELET/NEARLY COMPLETE,0,,PARTIALLY BROKEN,,,,,
3294,TA/212,A,210-220,,,,0,,,9,1.9,2.1,3,0.5,0,,0,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,,
3293,TA/212,A,210-220,,,,0,,26.2,7.2,3.7,3.7,4.1,1.4,0,,0,0,,,,,,,0,BLADELET/NEARLY COMPLETE,0,,LINEAR,,,,,
3309,TA/212,A,210-220,,,,0,,,10.2,2.2,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3313,TA/212,A,210-220,,,,0,,,10.8,3.3,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3308,TA/212,A,210-220,,,,0,,,10.2,3.2,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3317,TA/212,A,210-220,,,,0,,,14.5,2.9,,,,,,1,0,,,,,,,0,BLADE/DIS,0,,,,,,,
3328,TA/212,A,210-220,,,,0,,,9.4,2.3,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3321,TA/212,A,210-220,,,,0,,,10,2.8,,,,,,0,0,,,,,,,0,BLADELET/MED,,,,,,,,
3319,TA/212,A,210-220,,,,0,,,11.5,2.2,,,,,,0,0,,,,,,,0,BLADELET/MED,,,,,,,,
3303,TA/212,A,210-220,,,,0,,,7.4,2.2,,,,,,0,0,,,,,,,0,BLADELET/MED,,,,,,,,
3338,TA/212,A,210-220,,,,0,,,7.4,3.1,,,,,,0,0,,,,,,,0,BLADELET/MED,,,,,,,,
3332,TA/212,A,210-220,,,,0,,,9.9,3.1,,,,,,1,0,,,,,,,0,bladelet/med,,,,,,,,
3318,TA/212,A,210-220,,,,0,,,8.8,2.4,,,,,,1,0,,,,,,,0,BLADELET/MED,,,,,,,در اثر استفاده در لبه سمت راست کنگره ایجاد شده (NOTCH طور),
3336,TA/212,A,210-220,,,,0,,,8.7,2.9,,,,,,1,0,,,,,,,0,BLADELET/MED,,,,,,,,
3594,TA/190,A,190-200,,,,0,,,11,2.7,2.7,6.6,2.5,0,,0,0,,,,,,,0,BLADELET/PRO,,,PLAIN,,,,,
3618,TA/190,A,190-200,,,,0,,,12.9,3.7,3.3,6.2,2.3,0,,1,0,,,,,,,0,BLADELET/PRO,,,PLAIN,,,,,
3610,TA/190,A,190-200,,,,0,,,9.2,3,,,,,RETOUCHED PICE(DOUBLE SIDE SCRAPER?),1,1,INVESRSE,RIGHT/LEFT,CONTINOUS,SHORT,LOW,PARALLEL,0,BLADELET/MED,0,,,,,,روتوش ها نسبت به محور برداشته بسیار به داخل آمده امد,
3619,TA/190,A,190-200,,,,0,,,12.3,4.1,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3616,TA/190,A,190-200,,,,0,,,10.5,3.5,,,,,END SCRAPER,1,1,DIRECT,END,CONTINOUS,SHORT,LOW,PARALLEL,0,BLADELET/DIS,0,,,,,,,
3630,TA/190,A,190-200,,,,0,,,18.1,3.4,,,,,,0,0,,,,,,,0,BLADE/MED,,,,,,,,
3629,TA/190,A,190-200,,,,0,,,13.8,2.3,,,,,RETOUCHED PIECE,0,1,ALTERNATE,RIGHT/LEFT,CONTINOUS,SHORT,LOW,SUB PARALLEL,0,BLADE/MED,0,,,,,,,
3614,TA/190,A,190-200,,,,0,,,13,"3,8",,,,,DENTICULATE,1,1,DIRECT,RIGHT/LEFT,CONTINOUS,SHORT,LOW,SUB PARALLEL,0,BLADE/MED,0,,,,,,,
3620,TA/190,A,190-200,,,,0,,,13,4.4,4.9,5.5,2.4,0,NOTCH,1,1,DIRECT,RIGHT,CONTINOUS,SHORT,LOW,SUB PARALLEL,0,BLADELET/PRO,0,,PLAIN,,,,,
3600,TA/190,A,190-200,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3583,TA/190,A,190-200,,,,0,,,8.5,2.3,,,,,,0,0,,,,,,,0,BLADELET/MED,,,,,,,,
3584,TA/190,A,190-200,,,,0,,,12.9,2.9,,,,,,0,0,,,,,,,0,BLADE/MED,0,,,,,,,
3537,TA/190,A,190-200,,,,0,,,12.7,2.7,,,,,,1,0,,,,,,,0,BLADE/DIS,,,,,,,,
3543,TA/190,A,190-200,,,,0,,,13.8,3.9,,,,,,0,0,,,,,,,0,BLADE/MED,,,,,,,,
3551,TA/190,A,190-200,,,,0,,,12.5,12.1,,,,,,0,0,,,,,,,0,BLADELET/MED,,,,,,,,
3550,TA/190,A,190-200,,,,0,,51,7.7,2.1,2.2,5.7,1,0,,0,0,,,,,,,0,BLADELET/NEARLY COMPLETE,0,,LINEAR,,,,FOSSIL,
3541,TA/190,A,190-200,,,,0,,,9.3,2,2.5,3.1,1,0,,0,0,,,,,,,0,BLADELET/PRO,0,,PUNCTIFORM,,,,PATINATED,
3572,TA/190,A,190-200,,,,0,,,11,2.7,,,,,,1,0,,,,,,,0,BLADELET/DIS,0,,,,,,,
3532,TA/190,A,190-200,,,,0,,,10.5,2,2,4.4,1.1,0,,0,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,,
3514,TA/190,A,190-200,,,,0,,,16.1,3.1,,,,,,0,0,,,,,,,0,BLADE/MED,,,,,,,,
3574,TA/190,A,190-200,,,,0,,,11,3.3,,,,,,0,0,,,,,,,0,BLADELET/MED,,,,,,,,
3557,TA/190,A,190-200,,,,0,,,8.1,2.6,,,,,,0,0,,,,,,,0,BLADELET/MED,,,,,,,PATINATED,
3585,TA/190,A,190-200,,,,0,,,10.3,2.4,,,,,,0,0,,,,,,,0,BLADELET/MED,,,,,,,,
3527,TA/190,A,190-200,,,,0,,44.4,9,1.9,2.4,2,0.8,0,,0,0,,,,,,,0,BLADELET/NEARLY COMPLETE,0,,PUNCTIFORM,,,,,
3571,TA/190,A,190-200,,,,0,,,11,2.2,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3580,TA/190,A,190-200,,,,0,,,11.9,2.4,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3565,TA/190,A,190-200,,,,0,,,6.5,1.8,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3545,TA/190,A,190-200,,,,0,,,13.5,2.8,3.3,4.2,1,1,,0,0,,,,,,,0,BLADE/PRO,0,,LINEAR,,,,,
3536,TA/190,A,190-200,,,,0,,,9.1,2.8,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3539,TA/190,A,190-200,,,,0,,,11,2.4,2.7,2.7,1.5,0,RETOUCHED PIECE,1,1,DIRECT,LEFT,PARTIAL:PRO,SHORT,LOW,PARALLEL,0,BLADELET/PRO,0,,PUNCTIFORM,,,,,
3359,TA/190,A,190-200,,,,0,,,12.6,3.8,,,,,,1,0,,,,,,,0,BLADE/DIS,0,,,,,,,
3523,TA/190,A,190-200,,,,0,,31.9,10.1,2.3,2.4,4.9,1,0,,0,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,,
3533,TA/190,A,190-200,,,,0,,,7,1.7,1.9,2.7,1,0,,1,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,PATINATED,
3515,TA/190,A,190-200,,,,0,,,10.4,2.2,,,,,,0,0,,,,,,,0,BLADELET/DIS,0,,,,,,,
3555,TA/190,A,190-200,,,,0,,,8.2,1.9,2.3,2.6,0.6,0,,1,0,,,,,,,0,BLADELET/MED,0,,LINEAR,,,,,
3518,TA/190,A,190-200,,,,0,,33.1,8.2,2.9,3.2,2.6,1.2,0,,1,0,,,,,,,0,BLADELET/NEARLY COMPLETE,0,,PUNCTIFORM,,,,,
3360,TA/190,A,190-200,,,,0,,,8.1,1.7,,,,,,0,0,,,,,,,0,BLADELET/DIS,0,,,,,,,
3316,TA/190,A,190-200,,,,0,,,9.5,3.2,,,,,,0,0,,,,,,,0,BLADELET/DIS,0,,,,,,PATINATED,
3497,TA/190,A,190-200,,,,0,,,12.2,2.5,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3506,TA/190,A,190-200,,,,0,,,9.8,1.3,,,,,,0,0,,,,,,,0,BLADELET/MED,,,,,,,,
3502,TA/190,A,190-200,,,,0,,,10.6,3.2,,,,,,0,0,,,,,,,0,BLADELET/PRO,0,,BROKEN,,,,,
3505,TA/190,A,190-200,,,,0,,,8.4,1.6,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3510,TA/190,A,190-200,,,,0,,,7.9,1.1,1.4,2.2,1,0,,0,0,,,,,,,0,BLADELET/PRO,0,,PUNCTIFORM,,,,,
3508,TA/190,A,190-200,,,,0,,,9.9,2,2,,,,,0,0,,,,,,,0,BLADELET/PRO,0,,BROKEN,,,,,
3331,TA/212,A,210-220,,,,0,,,6.2,1.4,1.8,,,0,,0,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,,
3304,TA/212,A,210-220,,,,0,,,11.2,1.9,2.1,2.5,1.4,0,,0,0,,,,,,,0,BLADELET/PRO,0,,PUNCTIFORM,,,,,
3341,TA/212,A,210-220,,,,0,,,9.6,2.6,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3645,TA/158,A,150-180,,,,0,,,9.6,4.2,,,,,,0,0,,,,,,,0,BLADELET/DIS,0,,,,,,,
3635,TA/158,A,150-180,,,,0,,,12.9,3.1,,,,0,,0,0,,,,,,,0,BLADELET/DIS,0,,,,,,,
3698,TA/158,A,150-180,,,,0,,,11.1,2.4,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3720,TA/158,A,150-180,,,,0,,,11.4,1.9,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3640,TA/158,A,150-180,,,,0,,,9.1,2.3,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3686,TA/158,A,150-180,,,,0,,,11.4,2.4,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3684,TA/158,A,150-180,,,,0,,,8.8,2.9,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3685,TA/158,A,150-180,,,,0,,,8.1,1.3,,,,,,0,0,,,,,,,0,BLADELET/DIS,0,,,,,,,
3694,TA/158,A,150-180,,,,0,,,10.1,1.7,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3697,TA/158,A,150-180,,,,0,,,9.1,1.8,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3692,TA/158,A,150-180,,,,0,,,10,2.4,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3788,TA/158,A,150-180,,,,0,,,10.8,1.9,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3648,TA/158,A,150-180,,,,0,,,11.8,3.5,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3643,TA/158,A,150-180,,,,5,,42.3,13.2,3.3,4,4.3,1.6,0,,0,0,,,,,,,0,BLADE/NEARLY COMPLETE,0,,PUNCTIFORM,,,,,
3665,TA/158,A,150-180,,,,0,,,9.8,2.6,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3656,TA/158,A,150-180,,,,0,,,12.9,2.3,,,,,,0,0,,,,,,,0,BLADE/DIS,0,,,,,,,
3682,TA/158,A,150-180,,,,0,,44,7.6,1.9,1.9,1.7,0.5,0,,0,0,,,,,,,0,BLADELET,0,,PUNCTIFORM,,,,,
3680,TA/158,A,150-180,,,,0,,,14.7,1.3,,,,,,0,0,,,,,,,0,BLADE/DIS,0,,,,,,,
3652,TA/158,A,150-180,,,,0,,,8.1,2.1,,,,,,0,0,,,,,,,0,BLADELET/DIS,0,,,,,,,
3658,TA/158,A,150-180,,,,0,,,7.7,1.6,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3703,TA/158,A,150-180,,,,0,,,6,1.5,1.7,3.3,1,0,,0,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,,
3707,TA/158,A,150-180,,,,0,,,5.9,3.2,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3706,TA/158,A,150-180,,,,0,,,7.2,1.9,2,4.7,0.4,0,,0,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,,
3674,TA/158,A,150-180,,,,0,,23.9,10.7,2.3,3.7,4.7,2.8,0,,0,0,,,,,,,0,BLADELET/NEARLY COMPLETE,0,,PLAIN,,,,,
3695,TA/158,A,150-180,,,,0,,,6,2,2.3,2.8,1.2,0,,0,0,,,,,,,0,BLADELET/PRO,0,,PUNCTIFORM,,,,,
3636,TA/158,A,150-180,,,,0,,,9.4,4.2,4.4,3.7,1.5,0,,0,0,,,,,,,0,BLADELET/PRO,0,,PLAIN,,,,,
3649,TA/158,A,150-180,,,,0,,,11.2,2.6,2.2,2.2,1.3,0,,0,0,,,,,,,0,BLADELET/PRO,0,,PUNCTIFORM,,,,BURNT,
3716,TA/158,A,150-180,,,,0,,,9.5,1.9,,,,0,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3719,TA/158,A,150-180,,,,0,,,8.7,1.8,2,4.3,0.7,0,,0,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,,
3821,TA/158,A,150-180,,,,0,,,10.9,3,,,,0,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3913,TA/158,A,150-180,,,,0,,,10.9,3.2,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3856,TA/158,A,150-180,,,,0,,,12.8,3.4,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3965,TA/158,A,150-180,,,,0,,,10.3,2.3,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,BURNT,
3855,TA/158,A,150-180,,,,0,,,11,4.1,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3926,TA/158,A,150-180,,,,0,,48.7,12.5,3.5,3.8,4.2,1,0,,0,0,,,,,,,0,BLADELET/NEARLY COMPLETE,0,,LINEAR,,,,,
3883,TA/158,A,150-180,,,,0,,,12,2.8,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3892,TA/158,A,150-180,,,,0,,24.8,6.3,1.9,2.2,2.3,0.5,0,,0,0,,,,,,,0,BLADELET/NEARLY COMPLETE,0,,PUNCTIFORM,,,,,
3838,TA/158,A,150-180,,,,0,,,10.1,2.8,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3921,TA/158,A,150-180,,,,0,,,12.1,3,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
3927,TA/158,A,150-180,,,,0,,,13.3,3.3,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,
