Lithic ID,TA,AREA,DEPTH (cm),Raw Material,Colour/Grain/Opacity,Pattern,Cortex (%),Weight (g),Length (mm),Width (mm),Thickness (mm),Bulb Thickness (mm),Platform Thickness (mm),platform Length (mm),Eraillure,Typology,Utilization,Retouch,Retouch Position,Retouch Localization,Retouch Distribution,Retouch Intensity,Retouch ANGLE,RETOUCH MORPHOLOGY,SHINE,Blank,Breakage,Num of Scars on Cores,Platform Typology,Removal blank,Core Typology,Termination,Comments,Photo Number
2668,,A,120-150,,,,,,24.7,11.8,2.2,,3.2,0.7,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2743,,A,120-150,,,,,,17.6,8.5,1.3,1.7,2.7,0.5,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2697,,A,120-150,,,,,,17,9,2.5,,,,,,,,,,,,,,,,bladelet-med,,,,,,,
2770,,A,120-150,,,,25,,16.4,10,3.7,,,,,,,,,,,,,,,,bladelet-med,,,,,,,
2637,,A,120-150,,,,,,32.8,13.2,3.4,,5.4,0.4,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,
2717,,A,120-150,,,,,,27.5,10,1.5,,5.2,0.8,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,
2819,,A,120-150,,,,,,34.5,8,1.4,2.1,,,,,1,,,,,,,,,,bladelet-pro,,,crushed?,,,,
2676,,A,120-150,,,,,,30.2,10.1,2.7,,2.5,0.9,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2820,,A,120-150,,,,,,16.2,7.5,1.3,1.4,3.1,1,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2806,,A,120-150,,,,,,42.4,8.8,1.6,,3.4,1,,,,,,,,,,,,,bladelet,,,linear,,,,
2641,,A,120-150,,,,,,56,10.6,2.4,2.8,3.8,0.8,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,fossil
2698,,A,120-150,,,,,,26,9.3,3,,,,,,1,,,,,,,,,,bladelet-dis,,,,,,,
2620,,A,120-150,,,,5,,13.3,14.2,4.3,,,,,,,,,,,,,,,,blade-med,,,,,,,
2707,,A,120-150,,,,,,17.6,8.7,1.4,,,,,,,,,,,,,,,,bladelet-med,,,,,,,
2625,,A,120-150,,,,,,24.7,11,1.9,2.2,2.2,0.4,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2638,,A,120-150,,,,,,20.6,10.6,3.4,,,,,,1,,,,,,,,,,bladelet-dis,,,,,,,
2724,,A,120-150,,,,,,24.2,10.8,3.1,,,,,,,,,,,,,,,,bladelet-med,,,,,,,
2642,,A,120-150,,,,,,37,8.9,1.5,,5.2,0.5,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2682,,A,120-150,,,,,,31.5,10.8,3.4,,4.3,1.3,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2632,,A,120-150,,,,,,35.3,10.8,3,,,,,,1,,,,,,,,,,bladelet-dis,,,,,,,
2776,,A,120-150,,,,,,26,11.7,3.1,,,,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,
2800,,A,120-150,,,,,,33.3,10.6,5.2,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,
2801,,A,120-150,,,,,,29.5,12.6,2.5,2.8,4.5,0.9,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,
2631,,A,120-150,,,,,,29.5,8.2,2.1,,,,,,1,,,,,,,,,,bladelet-is,,,,,,,
2624,,A,120-150,,,,,,15.2,10,1.9,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,
2609,,A,120-150,,,,,,28.3,13,4.1,,2.5,1.5,,inverse notch,1,1,,,,,,,,,bladele-pro,,,punctiform,,,,
2726,,A,120-150,,,,,,15.8,7.2,1.5,,,,,,,,,,,,,,,,bladelet-med,,,,,,,
2795,,A,120-150,,,,,,17.9,9.7,2.5,,3.8,0.6,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2720,,A,120-150,,,,,,20,7.7,2.6,,2.8,0.9,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,
2782,,A,120-150,,,,,,35.5,8.6,1.9,2.3,2.3,1.3,,,1,,,,,,,,,,bladelet-pro,,,punctiform,,,,
2694,,A,120-150,,,,5,,31,11,1.9,,,,,,,,1,alternating,left,partial,short,low,sub-parallel,,bladelet-dis,,,,,,,
2654,,A,120-150,,,,5,,21.5,7.5,1.3,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,
2612,,A,120-150,,,,,,21.3,11.6,2,2.2,,,,,,,,,,,,,,,bladelet-pro,,,punctiform,,,,
2783,,A,120-150,,,,,,18,9.3,3.2,,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2730,,A,120-150,,,,,,26.7,7.3,3.3,,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2726,,A,120-150,,,,,,26.3,10,1.7,,,,,,,,,,,,,,,,bladelet-med,,,,,,,
2651,,A,120-150,,,,25,,38,8.9,5.1,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,
2803,,A,120-150,,,,,,30.8,10.5,3,,3.9,1.3,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2710,,A,120-150,,,,,,39.2,9.1,2.3,,3.3,0.6,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,
2662,,A,120-150,,,,,,27.2,9.5,2.7,,3.9,1.2,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2611,,A,120-150,,,,,,16.6,11.3,2.3,,11.1,0.6,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2816,,A,120-150,,,,,,23.1,9.3,2.8,,2.3,1.9,,,1,,,,,,,,,,bladelet-pro,,,punctiform,,,,
2799,,A,120-150,,,,,,29.7,6.2,1,,2,0.9,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2758,,A,120-150,,,,,,27.6,8.4,1.4,,2.8,0.7,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2729,,A,120-150,,,,50,,43.7,14,3,,,,,primary blade,,,,,,,,,,,blade-med,,,,,,,
2719,,A,120-150,,,,,,36.5,9.5,1.9,2.3,,,,,1,,,,,,,,,,bladelet-pro,,,broken,,,,
2712,,A,120-150,,,,,,29.2,12.8,2.5,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,
2777,,A,120-150,,,,,,27.4,9,2.2,,,,,,,,,,,,,,,,bladelet-pro,,,crushed,,,,burnt thermal effect
2713,,A,120-150,,,,,,21,11,2.6,,,,,,,,,,,,,,,,bladelet-med,,,,,,,
2790,,A,120-150,,,,,,32,7.7,1.5,1.7,2.8,1.2,,,,,,,,,,,,,bladelet,,,dihedral,,,,
2778,,A,120-150,,,,,,26.5,9.7,2.3,,,,,,1,,,,,,,,,,bladelet-pro,,,,,,,
2788,,A,120-150,,,,,,31,11.7,2.3,2.4,2.3,0.5,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2739,,A,120-150,,,,,,32,11,2.2,,,,,,,,,,,,,,,,bladelet-med,,,,,,,
2632,,A,120-150,,,,,,36,9,1.9,2.5,1.3,,,,,,,,,,,,,,bladelet,,,facetted,,,,
2687,,A,120-150,,,,,,23.4,16,5.5,,,,,,1,,,,,,,,,,blade-med,,,,,,,thermal effect
2763,,A,120-150,,,,,,27,10.2,2.8,,,,,,1,,,,,,,,,,bladelt-dis,,,,,,,
2818,,A,120-150,,,,15,,33,12.7,3.3,,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2617,,A,120-150,,,,0,,26.7,12,2.7,,6.9,2,,,,,,,,,,,,,bladelet-pro,,,plain,,,,
2618,,A,120-150,,,,0,,28.4,12,2.6,,,,,,1,,,,,,,,,,bladelet-pro,,,partialy broken,,,,
2821,,A,120-150,,,,0,,19,7.7,2.8,,,,,,,,,,,,,,,,bladelet-med,,,,,,,
2613,,A,120-150,,,,0,,33.4,10.4,2.1,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,
2793,,A,120-150,,,,0,,19,12,2,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,
2669,,A,120-150,,,,0,,33.5,14,2.8,,,,,,1,,,,,,,,,,blade-dis,,,,,,,
2827,,A,120-150,,,,0,,12.8,12.4,2.1,,,,,,,,1,inverse,mesial,discontinous,short,low,sub-parallel,,bladelet-med,,,,,,,
2626,,A,120-150,,,,0,,18.5,12,2.8,,,,,,1,,,,,,,,,,bladelet-pro,,,broken,,,,
2742,,A,120-150,,,,0,,23.4,10.7,3,3.5,6.5,2.5,,,1,,,,,,,,,,bladelet-pro,,,plain,,,,
2774,,A,120-150,,,,0,,29.5,12.9,3.6,,,,,,,,,,,,,,,,bladelet-pro,,,broken,,,,
2791,,A,120-150,,,,0,,18.7,12.5,3.5,,,,,,1,,,,,,,,,,bladelet-pro,,,,,,,
2752,,A,120-150,,,,0,,41.7,11.7,3.2,,,,,,1,,,,,,,,,,bladelet-pro,,,partialy removed,,,,
2746,,A,120-150,,,,0,,20,12.7,1.6,,,,,,,,,,,,,,,,blade-med,,,,,,,
2622,,A,120-150,,,,0,,27,7.9,1.2,1.7,2.6,1.1,,,1,,,,,,,,,,dihedral,,,,,,,
2714,,A,120-150,,,,0,,36.5,10.5,1.4,1.6,,,,,1,,,,,,,,,,bladelet,,,crushed,,,,
2614,,A,120-150,,,,0,,26.5,12.2,2.3,,,,,,1,,,,,,,,,1,blade-dis,,,,,,,
2817,,A,120-150,,,,0,,22.2,9.2,1.7,1.8,,,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,
2683,,A,120-150,,,,0,,21.1,9.7,3.2,3.7,5,1.8,1,,1,,,,,,,,,,bladelet-pro,,,plain,,,,
2686,,A,120-150,,,,0,,27.9,9.3,1.5,1.9,,,,,,,,,,,,,,,blade;et,,,linear,,,,
2786,,A,120-150,,,,0,,25.2,6.5,1.4,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,
2757,,A,120-150,,,,0,,32,11,2.4,,,,,,1,,,,,,,,,,bladlet-med,,,,,,,
2781,,A,120-150,,,,0,,27,12,1.7,2.1,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2822,,A,120-150,,,,0,,20.4,5.9,1.3,,,,,,,,,,,,,,,,bladelet-pro,,,?,,,,
2640,,A,120-150,,,,0,,17.6,10,2.6,,,,,,,,,,,,,,,,bladelet-pro,,,broken,,,,
2810,,A,120-150,,,,0,,18.5,10.8,2.7,,4.7,1.8,,,,,,,,,,,,,bldelet-pro,,,plain,,,,
2679,,A,120-150,,,,0,,18.5,11.2,3,5,8.7,2.6,,,1,,,,,,,,,,bladelet-pro,,,plain,,,,
2725,,A,120-150,,,,0,,30.8,8,1.5,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,
2814,,A,120-150,,,,0,,18.8,8.9,3,,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2875,D1/ 46,D1,40-60,,,,0,,63,9.7,3.2,,4.7,2,,,,,,,,,,,,,bladelet,,,plain,,,,
2883,D1/ 46,D1,40-60,,,,0,,35,9.6,3.1,,,,,,,1,,,,,,,,,bladelet-med,,,,,,,
2891,D1/ 46,D1,40-60,,,,0,,30,11.9,2.5,2.7,3.7,1.6,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2884,D1/ 46,D1,40-60,,,,0,,25.4,10.5,3.4,,,,,,,,,,,,,,,,bladelet-med,,,,,,,
2892,D1/ 46,D1,40-60,,,,0,,19.3,18.4,3.2,,6.4,2.5,1,,,,,,,,,,,,blade-pro,,,plain,,,,
2882,D1/ 46,D1,40-60,,,,0,,30.7,11.1,1.8,2.1,3.9,1.1,,,,,,,,,,,,,bladelet-pro,,,facetted,,,,
2890,D1/ 46,D1,40-60,,,,0,,53.9,18,4.2,,3.9,0.7,,,,,,,,,,,,,blade-pro,,,linear,,,,
2902,D1/ 46,D1,40-60,,,,0,,27.6,9.2,2.5,,,,,,,,,,,,,,,,bladelet-med,,,,,,,
2889,D1/ 46,D1,40-60,,,,0,,22,12.8,3.6,,,,,,,,,,,,,,,,bladelet-med,,,,,,,
2904,D1/ 46,D1,40-60,,,,0,,21.7,12,3,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,
2895,D1/ 46,D1,40-60,,,,0,,30.5,7.4,1,,3.1,1,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2901,D1/ 46,D1,40-60,,,,0,,29.5,9.5,2.5,,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2906,D1/ 46,D1,40-60,,,,0,,17.5,11.8,3.1,,5,2.2,,,,,,,,,,,,,bladelet-pro,,,plain,,,,
2885,D1/ 46,D1,40-60,,,,0,,27,10.8,2.9,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,
2898,D1/ 46,D1,40-60,,,,0,,29.2,5.4,2.1,,,,,,,,1,direct,mesial,continous,short,semi-abrupt,sub-paralel,,bladelet-med,,,,,,,
2879,D1/ 46,D1,40-60,,,,0,,22,11.3,2.4,,3.1,1.1,,,,,,,,,,,,,bladelet-pro,,,,,,,
2881,D1/ 46,D1,40-60,,,,0,,30,13,3.4,,,,,,1,,1,inverse,left,continous,short,low,sub-parallel,1,BLADE-MED,,,,,,,
2897,D1/ 46,D1,40-60,,,,0,,25.5,8.5,2.7,,,,,trihedral geometric,,,1,direct,right,continous,short,abrupt,sub-parallel,,bladelet-dis,,,,,,,
2905,D1/ 46,D1,40-60,,,,0,,18,11.5,3,,4.9,1.8,,,,,,,,,,,,,bladelet-pro,,,plain,,,,
2900,D1/ 46,D1,40-60,,,,0,,18.8,7,1.6,,,,,,,,1,alternate,right-left,continous,short,abrupt,sub-parallel,,bladelet-med,,,,,,,
2888,D1/ 46,D1,40-60,,,,0,,22.5,9.4,2.5,,,,,,,,,,,,,,,,bladelet-med,,,,,,,
2899,D1/ 46,D1,40-60,,,,0,,23.5,9.4,1.8,2,4.5,1,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2894,D1/ 46,D1,40-60,,,,0,,22.3,8.7,2,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,
2896,D1/ 46,D1,40-60,,,,0,,24.7,7.2,1.7,2.2,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2907,D1/ 46,D1,40-60,,,,0,,16,8.7,1.8,,,,,,,,,,,,,,,,bladelet-med,,,,,,,
2908,D1/ 46,D1,40-60,,,,0,,8.4,9.2,2,,,,,,,,,,,,,,,,blade-dis,,,,,,,
2906,D1/ 46,D1,40-60,,,,0,,16.2,7.9,1.7,,,,,lunate,,,1,direct,left-dis,continous,short,abrupt,sub-parallel,,bladelet-dis,,,,,,,
2877,D1/ 46,D1,40-60,,,,0,,45.5,32,18.7,,17.5,9.8,,core  paltform rejuvention flake,,,,,,,,,,,flake,,,plain,,,,
2909,D1/ 46,D1,40-60,,,,0,,28,11.2,2.6,,3.2,1.2,,,1,,,,,,,,,,bladelet-pro,,,plain,,,,
2910,D1/ 46,D1,40-60,,,,0,,23,8.3,2.1,,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2911,D1/ 46,D1,40-60,,,,0,,30.5,6.9,1.5,1.7,,,,,,,,,,,,,,,bladelet,,,linear,,,,patina?burnt
2912,D1/ 46,D1,40-60,,,,0,,28.5,8.1,2.7,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,
2829,D1/ 02,D1,0-20,,,,0,,58,30.8,,,,,,pressure bladelet core /semi flat,,,,,,,,,,,,,,,,,,platform rejuvented
2830,D1/ 02,D1,0-20,,,,45,,62.5,69,,,,,,failed percussion blade core/semi pyramedal,,,,,,,,,,,,,,,,,,
2832,D1/ 02,D1,0-20,,,,0,,27.3,11,4.4,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,
2831,D1/ 02,D1,0-20,,,,0,,30.2,8.4,2,2.3,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2834,D1/ 02,D1,0-20,,,,0,,16,6.9,1.3,,2,1,,,1,,,,,,,,,,bladelet-pro,,,plain,,,,
2833,D1/ 02,D1,0-20,,,,0,,28.6,10.9,1.8,,,,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,lip
2835,D1/ 02,D1,0-20,,,,0,,13,11.2,2.2,,,,,,,,,,,,,,,,bladelet-med,,,,,,,
2867,D1/ 02,D1,0-20,,,,5,,47,27.5,,,,,,percussion bladelet core/unidirectional,,,,,,,,,,,,,,,,,,previously a pressure bladelet core??
2866,D1/ 02,D1,0-20,,,,0,,59.3,38.6,17.8,,9,4.8,,core rejuvention flake,,,,,,,,,,,flake,,,plain,,,,
2869,D1/ 02,D1,0-20,,,,0,,14,30,4.2,,,,,core rejuvention tablet,,,,,,,,,,,flake-pro,,,punctiform/facetted?,,,,
2868,D1/ 02,D1,0-20,,,,55,,65.5,57.3,,,,,,percussion.unidirectional.blade-flake core,,,,,,,,,,,,,,,,,,
2965,D1/ 02,D1,0-20,,,,0,,58.1,10.8,2.6,,3.5,1.2,,,,,,,,,,,,,bladelet,,,linear,,,,
2956,D1/ 02,D1,0-20,,,,0,,28.8,10.7,2.5,3,3.2,0.9,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2948,D1/ 02,D1,0-20,,,,0,,26.2,11.7,3.7,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,
2955,D1/ 02,D1,0-20,,,,0,,22,11.3,2.3,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,
2964,D1/ 02,D1,0-20,,,,0,,29.7,14.6,2.2,,,,,,,,,,,,,,,,blade-med,,,,,,,
2976,D1/ 02,D1,0-20,,,,0,,21.2,10.6,2.7,,4.2,1,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2957,D1/ 02,D1,0-20,,,,0,,45.6,9.7,2.1,,,,,oblique retouched bladelet,1,,1,direct,dis,partial,short,semi abrupt,subparallel,,bladele,,,partialy broken,,,,
2972,D1/ 02,D1,0-20,,,,0,,23.4,8.7,1.6,,,,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,
2951,D1/ 02,D1,0-20,,,,0,,19,12.4,3.7,,,,,,,,,,,,,,,,blade-med,,,,,,,
2959,D1/ 02,D1,0-20,,,,0,,16.1,9.6,2,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,
2971,D1/ 02,D1,0-20,,,,0,,11,11,3,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,
2954,D1/ 02,D1,0-20,,,,0,,34,9.2,3.8,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,
2962,D1/ 02,D1,0-20,,,,0,,35.7,9.7,1.7,,5.2,0.9,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,
2963,D1/ 02,D1,0-20,,,,0,,29.4,13.7,2.7,3.1,5.8,1,,,1,,,,,,,,,,blade-pro,1?,,linear,,,,
2981,D1/ 02,D1,0-20,,,,0,,29,8.7,1.6,,,,,,1,,1,direct,right,continous,short,low,sub-parallel,,bladelet-med,,,,,,,
2991,D1/ 02,D1,0-20,,,,0,,16.5,7.8,2.3,,,,,,,,,,,,,,,,bladelet-med,,,,,,,
2974,D1/ 02,D1,0-20,,,,0,,14.1,10.4,3.5,,,,,,,,,,,,,,,,bladelet-med,,,,,,,
2953,D1/ 02,D1,0-20,,,,0,,24.6,12.5,3.6,,3.3,0.8,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,lip adhesive
2958,D1/ 02,D1,0-20,,,,0,,25.2,5.3,3.5,3.7,4,1,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,
2969,D1/ 02,D1,0-20,,,,0,,38,11.2,2.4,,3.9,1.3,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,
2966,D1/ 02,D1,0-20,,,,0,,17.6,11,2.5,,,,,,,,,,,,,,,,bladelet-med,,,,,,,thermal effect
2983,D1/ 02,D1,0-20,,,,0,,17.5,5.9,1.3,,,,,,,,,,,,,,,,bladelet-med,,,,,,,
2975,D1/ 02,D1,0-20,,,,0,,26.6,10.8,2.9,3.2,4.5,2.7,,,1,,,,,,,,,1,bladelet-pro,,,plain,,,,adhesive
2973,D1/ 02,D1,0-20,,,,0,,14.5,8.5,2.6,,,,,,,,,,,,,,,,bladelet-med,,,,,,,
2982,D1/ 02,D1,0-20,,,,0,,14,10,2.2,,,,,burin?,1,,,,,,,,,,bladelet-dis,,,,,,,
2949,D1/ 02,D1,0-20,,,,0,,26,12,2.7,,3.6,0.9,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,adhesive
2950,D1/ 02,D1,0-20,,,,0,,25,6.6,3.1,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,
2978,D1/ 02,D1,0-20,,,,0,,18.8,6.6,0.5,1,,,,,,,,,,,,,,,bladelet-pro,,,,,,,
2979,D1/ 02,D1,0-20,,,,0,,16.8,9.1,2,2.2,3.6,1.1,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2968,D1/ 02,D1,0-20,,,,0,,32.5,13.7,3.6,,,,,,,,,,,,,,,,blade-pro,,,,,,,
2984,D1/ 02,D1,0-20,,,,0,,12.7,5.6,1,,,,,,,,,,,,,,,,bladelet-med,,,,,,,
2970,D1/ 02,D1,0-20,,,,0,,26,12.5,3,3.4,4,1.5,,,1,,,,,,,,,,bladelet-pro,,,punctiform,,,,
2960,D1/ 02,D1,0-20,,,,0,,20,9,2,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,adhesive
2980,D1/ 02,D1,0-20,,,,0,,15.4,6.6,1.9,,,,,,,,,,,,,,,,bladelet-med,,,,,,,
2977,D1/ 02,D1,0-20,,,,0,,21.7,8.1,1.6,,2.9,1.3,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,
2967,D1/ 02,D1,0-20,,,,0,,37.5,11,2.1,2.3,,,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,
2952,D1/ 02,D1,0-20,,,,0,,22.5,9,2.8,3,3,1.2,,,1,,,,,,,,,,bladelet-pro,,,punctiform,,,,
2913,D1/ 67,D1,60-70,,,,0,,70.6,12.1,2.6,2.7,3.2,0.7,,,1,,,,,,,,,,bladelet,,,linear,,,,adhesive
2934,D1/ 67,D1,60-70,,,,0,,32.5,16.5,4.5,,,,,denticulate,1,1,,,,,,,,,blade-med,,,,,,,
2927,D1/ 67,D1,60-70,,,,0,,35.5,11,2.7,3,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,lip
2932,D1/ 67,D1,60-70,,,,0,,48.5,10.3,3.1,3.3,5.1,3,1,,,,,,,,,,,,bladelet-pro,,,plain,,,,
2941,D1/ 67,D1,60-70,,,,0,,23.2,13.1,3.8,4,,3.3,1.3,,,,,,,,,,,,blade-pro,,,linear?punctiform???,,,,
2922,D1/ 67,D1,60-70,,,,0,,16,9.8,2.3,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,
2931,D1/ 67,D1,60-70,,,,0,,35,15.7,3.5,3.6,3.9,1,,,1,,1,direct,left,discointinous,short,low,sub-parallel,,blade-pro,,,linear,,,,lip
2933,D1/ 67,D1,60-70,,,,0,,25.5,8.8,1.9,2.2,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2935,D1/ 67,D1,60-70,,,,0,,41.4,15,3.3,3.4,5.7,1,,,1,,1,direct,lef,continous,short,low,sub-parallel,,blade-pro,,,linear,,,,fine retouch
2919,D1/ 67,D1,60-70,,,,0,,38.2,13,2.5,,,,,,,,,,,,,,,,blade-dis,,,,,,,
2923,D1/ 67,D1,60-70,,,,0,,35.5,12.6,2.5,,,,,double side scraper,,,1,inverse,left-right,continous,short,low,sub-parallel,,bladelet-med,,,,,,,burnt thermal effect
2926,D1/ 67,D1,60-70,,,,0,,46.6,12.5,2,2.4,2.5,1,,,,,,,,,,,,,bladelet,,,linear,,,,
2916,D1/ 67,D1,60-70,,,,0,,38.2,9.8,2.4,,4.2,1,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,
2920,D1/ 67,D1,60-70,,,,0,,33,9.3,1.4,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,adhesive
2914,D1/ 67,D1,60-70,,,,0,,27.8,13.7,2.8,3,4.4,1.6,,,,,,,,,,,,,bladelet-pro,,,punctiform?,,,,
2925,D1/ 67,D1,60-70,,,,0,,30.4,10.4,4.3,,,,,burin?,,,,,,,,,,,bladelet-pro,,,partilay removed,,,,
2942,D1/ 67,D1,60-70,,,,0,,22,12.7,2.7,3,4.5,1.6,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2940,D1/ 67,D1,60-70,,,,0,,35.5,5.8,1.2,1.4,3.3,1.3,,,,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
2918,D1/ 67,D1,60-70,,,,0,,29.2,12.6,2.7,2.9,,,,,,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
2938,D1/ 67,D1,60-70,,,,0,,30.2,11.4,2,,,,,,,,,,,,,,,,BLADELET-MED,,,,,,,
2929,D1/ 67,D1,60-70,,,,0,,29.5,9.9,2.2,2.6,,,,INVERSE NOTCH,1,1,,,,,,,,,BLADELET-PRO,,,BROKEN,,,,BURNT
2917,D1/ 67,D1,60-70,,,,0,,32,12.9,3.5,3.6,4.8,1.3,,,,,,,,,,,,,bladelet-pro,,,linear,,,,lip
2923,D1/ 67,D1,60-70,,,,0,,39.9,10,2.2,,,,,,,,,,,,,,,,bladelet-pro,,,punctiform,,,,
2939,D1/ 67,D1,60-70,,,,0,,39.2,12.4,2.2,2.4,3.6,0.8,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2921,D1/ 67,D1,60-70,,,,0,,35.5,16.5,3.3,3.5,5,0.5,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2915,D1/ 67,D1,60-70,,,,0,,30.4,9.6,3.5,,3.5,1.2,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2937,D1/ 67,D1,60-70,,,,0,,29.5,8,2,,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2945,D1/ 67,D1,60-70,,,,0,,27.4,5,1,,,,,,,,,,,,,,,,bladelet,,,linear,,,,
2936,D1/ 67,D1,60-70,,,,0,,49.3,8.7,3.5,,3.6,1.1,,,1,,1,direct,left,partial,short,semi-abrupt,sub-parallel,,bladelet-pro,,,plain?punctiform?,,,,
2930,D1/ 67,D1,60-70,,,,0,,34,11,1.5,,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,
2944,D1/ 67,D1,60-70,,,,0,,18.2,7.3,1.8,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,
2943,D1/ 67,D1,60-70,,,,0,,22.3,6.7,1.5,,,,,,,,,,,,,,,,bladelet-med,,,,,,,
2924,D1/ 67,D1,60-70,,,,0,,26.3,9.3,2.8,,2.5,1.2,,notch,,,,,,,,,,,bladelet-pro,,,punctiform,,,,
2946,D1/ 67,D1,60-70,,,,0,,37,41,,,,,,percussion unidirectional pyramidal  bladelet core,,,,,,,,,,,,,,,,,,
2947,D1/ 67,D1,60-70,,,,0,,37,39.7,12.5,,,,,core rejuvention?,,,,,,,,,,,flake-med,,,,,,,
2836,D1/ ALL,D1,,,,,0,,22.8,7,1.6,,,,,lunate geometric,,,1,direct,,continpous,short,abrupt,sub-parallel,,bladelet,,,removed,,,,
3017,D1/02,D1,0-20,,,,0,,24,14.5,4.5,,,,,NOTCH,1,1,,,,,,,SCALED,0,FLAKE-DIS,,,,,,,
3003,D1/02,D1,0-20,,,,0,,42,30,12.7,,,,,AWL? ON A CORE REJUVENTION,,,,,,,,,,,,,,,,,,
3007,D1/02,D1,0-20,,,,0,,16.4,19.8,6.9,,,,,TRUNCATED,,,,,,,,ABRUPT,SUB-PARALLEL,,FLAKE-DIS,,,,,,,
3000,D1/23,D1,20-30,,,,0,,19.8,7.7,3.7,,,,,,,,1,DIRECT,MESIAL,CONTINOUS,SHORT,SEMI ABRUPT,,,BLADELET-MED,,,,,,,
